trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30
5745982.776004455,106925049.0327825,12414003.570737846,292274797.3838509,66276505.55419278,86310360.26316032,97332989.19959892,11711982.90615403,86864339.99749431,58511112.775245115,3138188.685204186,1585199.7640790993,32825977.876070343,5725357.175494182,8597551.794541925,174858501.1040094,6239450.389092162,346039581.34084076,10351783.836607452,172516962.4970279,14375586.00023697,82103894.11039892,81703752.20065917,20870486.628529478,99821642.19233815,128170788.74920446,44863750.623695925,16005177.765944416,5279259.807742823,14357655.489931706
143402.13921899965,8745638.822385708,5662865.372561516,15511137.652659072,18252247.532221112,16954054.771647345,15062817.816116827,11711982.90615403,940386.9397267936,14778524.99531204,420862.5935883263,1585199.7640790993,7878905.792941097,32439.953134341868,1449369.9367797535,22887198.230561882,1774319.6586514239,228200150.23608384,6054223.85473877,38072546.92439587,9311598.021703511,3465978.7085774043,35045319.58868585,2331716.7411041255,5098865.961082806,16955921.242970794,557814.983498377,2272406.8361036456,1108213.781129267,7056032.170862747
17024.15769293617,58501.719929655344,9604.07291250135,6443903.70344656,3472498.0480818627,1643688.0695669227,1385972.667085126,955630.0843157874,789017.7268013931,3329007.1740278155,42245.23020629022,93198.75692075618,120208.72406558055,267.03046459728057,128891.2615573294,12127553.090256345,314419.6377207235,65789559.782276236,520830.78312828665,5763823.050228868,276659.6118919478,484059.2783220016,1494019.5565745851,385472.4264779315,1113914.33529411,7217448.043284509,22719.234047460108,47682.89361535541,147637.22252144414,20179.36237606523
7150.491143362998,1507.114588361678,2227.729956121304,2841899.898173964,1803623.2137617331,819.445333335354,1347092.7316844906,261524.10743878453,158431.58259294918,2119571.8838606314,32972.08200787438,93198.75692075618,84893.69313876324,200.29734579006325,9396.78625619196,892742.5491689341,21255.67111329288,36403821.875036225,244110.58712075342,532747.3519424318,81509.92832652795,262265.17305427557,141811.05120625722,4410.802225344389,20159.312368756448,1339827.6590429584,5018.60057245032,3057.7003324309,110405.8637358593,12780.475064105116
1092.8703798719669,1507.114588361678,466.67702501187733,166747.25788997213,448056.40735032223,325.89135726834536,69688.55086556032,11457.108178477496,76324.91235934458,185097.49248603793,3061.007249783831,3280.108402157999,32499.123855382317,69.53029373047266,957.0579040107194,31389.84397785171,3904.6492937354024,19520754.502091378,63238.50699760582,120216.65024641332,48810.77075953898,2165.8370467943014,21290.60776321535,1213.4811715962219,20159.312368756448,282742.60526491114,3142.068517382017,1235.078795813925,8210.403802234838,1004.7264833551673
294.79306739498236,415.0287268282488,65.73012490446541,6314.055514171033,83361.73888273381,117.17206134224762,19928.421840449442,1719.7154183753603,11589.522229139395,6824.120677421339,1493.9929121180212,3280.108402157999,2932.4101834485814,7.547432193205389,730.741415596599,1411.5632165925504,366.42074164385366,6559103.207883351,21340.49883436408,26869.5881519859,3271.6786006129705,2165.8370467943014,1743.9093397715635,542.2379867845589,5714.432785969074,92516.67307653268,332.24631182772197,446.50536605810316,5030.813816898601,1004.7264833551673
81.07499313556248,170.45930385382053,-1.7179015669549744,398.5231358679864,5118.080948617739,97.04762670434776,956.8091817395617,379.04063997083927,7556.848401119258,3588.889164011265,104.09093471531722,177.3142811664961,2064.3260457928795,0.1897875042492081,243.4554807946374,585.146944519193,93.85509977657925,1112645.7174477717,1758.433440503425,12994.213292435452,835.007025441439,1063.1032019378351,453.8647783601555,212.4805353240553,933.1439068053875,1416.3898081835766,266.23044238480776,76.10348357665349,644.8719662243285,277.6516677486889
75.15523073490745,159.9396973240831,-9.514711126184523,96.11278497151125,865.2813098474423,33.21026689317723,712.5183799642643,53.55271121234684,798.1186442288033,494.27851848727875,8.448247531480943,177.3142811664961,585.359041354084,-13.534204712133988,164.1554802205809,111.51691806646063,55.62554831863013,154033.8246703064,1672.3726188248233,1405.2338556772268,31.600464647679498,102.08230898980722,140.47757778558002,122.67086986593748,631.8086851113184,1416.3898081835766,177.24593375357807,70.14600955681856,293.0606938730698,172.72177524869252
14.299544514018377,122.33838205222489,-16.10088793161776,39.6009434134858,42.17661084032346,13.722088715256126,193.96437653636278,11.729506291044915,763.637393317841,239.04066342056063,8.448247531480943,4.87510147819532,111.16922181595822,-19.194551231903514,43.496953213109514,60.63050885677204,40.91970899218356,2865.93149309095,552.3414464948803,196.48095124692748,11.779756300967827,79.87535350969763,-1.085906943128872,29.668696998050574,51.54909838215956,472.1091103927417,133.17526799557518,0.8456703274334312,114.00711339252067,135.03354189632822
-10.5955982149271,65.09701062536755,-21.13553335092591,-6.491131723892585,-13.422977023336436,0.27550140036658527,124.99693575647821,11.729506291044915,67.50180431576113,199.20186809225777,-12.043561059452419,-6.3284715130135565,31.298299806744126,-19.971896682282043,-11.57114104805221,27.35650107755149,-6.702391884576799,155.33234359489452,198.33432974817026,47.95841033741684,-10.22654060487585,50.87890995504293,-1.085906943128872,-18.09164495809795,22.07375134113937,348.4398785229137,94.07633113312171,-14.385962672925933,98.62692068337226,102.02411612413619
-11.874215760307843,26.403657246538142,-21.20826274595804,-15.676329846893262,-19.217832103691784,-7.5957280128330265,51.92455662731094,-14.90184686985027,27.69719785101818,114.56349824681423,-15.770867810327607,-6.3284715130135565,14.297688002265584,-20.744509677517208,-14.752288308939239,2.9313487609952,-12.792278639701802,54.58046866600464,110.28485554823818,38.15024948747809,-18.52426946579193,-13.057025026161153,-5.660524664662506,-20.964826173069074,-12.914699059405653,269.22087399746187,69.72611161871497,-20.517910440205156,83.50895145305233,61.46626070689077
-17.202260537264944,7.186202804531228,-21.53823248986362,-19.896730024984016,-20.409732039811423,-16.628532357033002,-14.675940811436874,-16.42033327414206,-5.614861740709118,37.21072227085538,-20.10622576853457,-16.771925724019603,-5.586466716743598,-21.303743404359253,-18.95549045972666,-10.7015492330513,-18.92706843582378,-15.874118949932429,68.6316577825149,7.006506426734967,-20.445698199824545,-16.000255604935,-12.045897449717614,-21.341041671128526,-12.914699059405653,160.809863406232,30.4491289077374,-21.098890747258373,83.50895145305233,32.11196954619626
-18.46045585222249,-14.259975595978936,-21.664474925070266,-20.92463949030429,-21.230393015462866,-18.900148794834035,-19.261543777213845,-19.35539168991643,-5.614861740709118,7.319868701186041,-21.07145194477762,-19.727209061929212,-6.849065592708859,-21.379841997920185,-20.07454397822761,-20.914149525240845,-18.94077477766488,-15.874118949932429,-7.860656487428842,-10.34083605143633,-20.73571638086279,-17.956213072699526,-15.868852067433805,-21.44487876848414,-19.46629680663353,93.8846862058043,-0.029753318928210565,-21.166182815652583,83.50895145305233,-7.981388347199157
-20.276200674775115,-15.756251977738371,-21.719919011960457,-21.195042319702825,-21.556298886241393,-19.580104296197828,-21.403360043541195,-19.914967735951702,-18.3066949219503,-16.11263670765385,-21.622406459160356,-20.475505682297786,-16.51779262261968,-21.590347262574415,-20.79807700578754,-21.226527008688503,-21.447966710784925,-18.678441233232974,-15.043840674738579,-19.446894217027385,-21.120086201131414,-19.42929177541258,-18.72666908141425,-21.73741366561266,-20.466977327278407,89.67956649943571,-18.845763988478705,-21.433590251788214,74.71199518687826,-11.415323195771377
-20.77828724961113,-17.645270431725784,-21.74466116082123,-21.398629615302458,-21.669745863422317,-21.100316676039487,-21.658179205246164,-20.70700082949428,-20.6930790744473,-20.03552800261945,-21.70740212034424,-21.16198437267389,-19.316064767884942,-21.688869405210806,-21.258452240719187,-21.522272994795046,-21.58675413422991,-21.01485513602184,-19.680401275780714,-21.352304539792687,-21.463591527065912,-19.716391662838973,-20.640113109037525,-21.747292132168788,-21.375856124564176,14.366741322590686,-20.80951351885138,-21.59019654855849,63.238598492657516,-18.870791675175692
-21.45560268677959,-21.22715163143483,-21.748120315511052,-21.567632175457412,-21.6952173468451,-21.462082913764657,-21.680877509344672,-21.300696830238113,-21.299578589093414,-21.36288429136761,-21.71603334704302,-21.57260681480977,-21.315562888456,-21.744236638182738,-21.594540180100086,-21.643410859937024,-21.6848163977954,-21.538665780411236,-19.680401275780714,-21.50181392666985,-21.63611582801877,-20.863106036438733,-21.633468550254715,-21.747292132168788,-21.558778938278806,-5.186074600460964,-21.304539655056153,-21.66740637035001,50.438095462514774,-21.13570161440216
-21.669009851783347,-21.550578659981745,-21.756230043247452,-21.676914062122037,-21.725364978440997,-21.655835488252894,-21.71957194935192,-21.584424088202148,-21.506925778193295,-21.68548153692375,-21.738028441454592,-21.63657309742503,-21.661765177816257,-21.75132506955992,-21.696640848248837,-21.700640655147897,-21.723454418512507,-21.713065734247383,-20.8263510572385,-21.712445539456002,-21.674046347537026,-21.418622485036057,-21.677679266211506,-21.755687098375123,-21.655097439621073,-14.248451505290985,-21.541349758633643,-21.73361729986901,44.616476174763825,-21.21387171430331
-21.711714193774664,-21.591000719076767,-21.757267473453496,-21.705450017025406,-21.731101586306583,-21.684112602356034,-21.743198401883696,-21.692487489297722,-21.58467169309758,-21.710599224183547,-21.75184932946533,-21.658569267405046,-21.731651718656746,-21.755010036596055,-21.719748408002904,-21.728304305162535,-21.752835395484766,-21.730760369546783,-21.67379275759406,-21.72505149981837,-21.729414025965568,-21.655085145478505,-21.74730714462032,-21.75678641668092,-21.75283320239768,-18.248169331880526,-21.63280088765425,-21.740099299577736,38.448622454966305,-21.493495635827994
