trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30
1.325331774083502e+64,1.0888190637599748e+60,2.4753857812323726e+58,8.251311925442022e+52,5.784561820953569e+56,6.372654032821741e+64,6.500388510251049e+53,6.424294763572048e+64,1.1921953975553084e+59,3.394616749079608e+52,6.038779949957844e+60,6.440385290939891e+55,6.846367012647397e+61,2.5468914018940807e+55,2.751751960448242e+61,4.576007877122355e+52,4.434857879795112e+61,3.4213587149852764e+57,1.6826510644515164e+59,3.9482088495607863e+59,2.1936835801008433e+63,4.66564802090084e+56,1.9995731140862633e+57,1.0335480637355866e+57,4.840847351873419e+65,2.2290825011410944e+62,7.314592482268137e+52,1.9368699267895022e+59,7.821372300584535e+51,2.7997147508783424e+60
2.80690814971935e+55,6.660318187004326e+54,4.8151052173846205e+53,5.032498023358293e+45,1.5278959906848327e+49,9.632180261632342e+58,4.0084391141463307e+52,1.3831441032334622e+63,5.283990512715592e+56,1.8365892633939993e+46,2.0046102384761296e+57,7.154913510752964e+48,6.123233798768811e+54,1.6184807470970762e+52,3.719120605578481e+53,7.597457046116661e+51,3.3105489202720576e+54,7.172697620564123e+51,1.1997804690249452e+54,1.4723504372243827e+58,3.816954381929876e+61,3.0606946356314474e+55,2.055860417824423e+56,2.2485487568940603e+53,8.872347472086475e+62,5.102335304804893e+50,1.356635160116981e+50,1.7118948634259424e+53,1.291587899789138e+48,3.471250199570997e+56
9.499396339917252e+50,2.1289532667952328e+54,6.863004654691368e+50,1.0340002802880667e+41,8.13248340122786e+44,9.942729668442294e+50,8.842659913271914e+45,4.3725704655179166e+58,2.2396365302613833e+54,4.350007760553508e+41,7.69459781099358e+45,7.455275708315013e+43,1.657399163944587e+51,7.2797681543155894e+47,5.971765649389482e+49,1.3535056924821274e+44,2.5848208863451747e+49,7.065337302630775e+51,1.0710436670290318e+50,1.3105353705462605e+52,1.1902949739078933e+55,5.939528471440935e+47,3.1059676275165155e+52,8.391548535782241e+49,5.098406707419572e+57,3.2765339560955195e+45,2.945799290566335e+45,1.7081889855338654e+53,1.9253524185232313e+44,8.77508982964475e+51
3.881461645014505e+48,3.5751974812876264e+51,2.1670166596364596e+45,3.2049288716417353e+40,1.2904375212947613e+41,2.4210437477101713e+50,1.0517003318514801e+40,8.278516339699576e+51,2.936438333429317e+48,3.682751364833252e+36,2.3867671673024632e+44,7.455275708315013e+43,8.522594814298097e+41,5.622724529319283e+46,8.517986917114079e+45,1.422865487249723e+42,5.364976761127171e+47,2.5584589986393157e+46,1.1857850634671771e+45,3.148008264566602e+51,9.997880741030852e+53,1.5256579730812808e+42,3.27923859091843e+39,4.08319387986449e+43,5.603826815582515e+46,1.914688117374375e+45,1.4715866922318015e+37,2.043352758283368e+46,1.7299915191657072e+42,1.4015143533873176e+46
2.2644880960038984e+40,3.180109140192519e+45,2.1670166596364596e+45,2.3814890334270864e+35,2.08024790267968e+38,2.478071885906457e+46,2.0528367373881667e+36,1.471102761439043e+51,5.5926960853832155e+38,3.682751364833252e+36,8.049218551001196e+39,2.763682453598245e+39,2.981015742455625e+34,1.6320526360814667e+44,2.5982349994954093e+44,2.0598236965491135e+38,2.7482749467012915e+42,2.6998458042603805e+44,1.893578323362272e+40,1.47299505954725e+42,6.316628898586099e+49,7.7843952637078265e+37,3.27923859091843e+39,6.186050527723864e+42,5.603826815582515e+46,7.745837404517118e+41,9.804586431876096e+33,6.393807870891753e+32,5.070490813379128e+37,2.0577343991151238e+42
2.2644880960038984e+40,6.2471694699240786e+38,1.0556942588749332e+44,4.4619035767964964e+30,1.2593079796704362e+21,1.6050787324568034e+37,2.3197915599489344e+25,1.5739921530845453e+49,5.314111212912992e+38,5.996473361078115e+34,4.516259572456895e+34,7.502751628656257e+32,4.2657959479125856e+30,8.683779135128151e+41,6.014887623874947e+39,4.462857912960651e+34,1.3448518672372736e+40,7.669530562442258e+38,6.361362587455422e+36,1.47299505954725e+42,1.3960278350988905e+44,4.56555259462355e+31,1.1690956874786383e+35,8.365393539654738e+40,5.603826815582515e+46,1.8483217779042717e+29,1.828740369150515e+31,6.393807870891753e+32,4.7799610543221404e+33,2.4421339172674714e+40
4.410438815339711e+34,9.972512818033045e+33,2.772275485732356e+38,1.5623759165558467e+28,1.2593079796704362e+21,1.3536173269162343e+31,1.807255077777434e+23,2.8008246424081095e+48,3.7540612140886936e+34,3.1099755423443195e+31,8.032558398742844e+24,1.1636787630168262e+31,2.112661386403576e+28,5.627207269099258e+37,2.1917246294399088e+30,1.8175654244628653e+32,6.898166666077712e+34,1.6437452737178714e+31,2.292460795741276e+35,1.7230881961026642e+36,2.4475169621836285e+37,1.8235586395321263e+27,8.831849011279894e+33,6.741558133506458e+33,5.603826815582515e+46,1.8483217779042717e+29,2.2976361489202404e+23,9.991528963229851e+31,1.5064613216278971e+33,1.0146637801306948e+26
2.670725405932416e+26,3.6961360899182726e+28,1.2447028013556688e+36,1.9851917300452253e+25,8.844571661872756e+19,1.3536173269162343e+31,5.89545626783739e+18,3.48710136709366e+44,6.794739959436273e+27,3.3738868053095373e+28,3.258979579995147e+21,2.0449128299166093e+30,1.4275671541991153e+23,7.497352634813647e+32,3.2294170618464343e+18,6.222781256640644e+23,2.865068452011182e+33,7.682469866282093e+27,1.5731427715271148e+30,1.2801414862208968e+34,1.596430299710684e+32,1.0592150079426755e+21,8.433830259236186e+31,1.442361097839679e+32,1.6873656492803416e+41,1.3926779087302906e+27,7.612868721564502e+20,3.5864466929289537e+25,1.7080563074172955e+28,1.0146637801306948e+26
3.5762990560540864e+17,4.1215653859265065e+26,2.549201481267776e+30,1.4099134737664513e+21,-31930957057.21818,1.58421664730914e+26,6.589020618078938e+16,2.6154308759944912e+38,1.6184898227518998e+22,445425065918154.0,7661753086965204.0,6.654061147237076e+28,94825760406852.42,20424100299700.918,3.2294170618464343e+18,5.705511816445921e+17,5.6778260151558954e+29,1.2810525734786874e+23,3.790967108397796e+22,1.0830904806358323e+34,1.6267874718208728e+26,5.075022521199198e+19,1.1673560354309433e+27,2.749054233849536e+24,2.4042714717595937e+36,7.910667810594455e+22,276337106178036.5,1.3268842129894194e+20,4.261272221388029e+23,1.7745447697573835e+22
8784224745936334.0,3.1185314079510506e+23,7.423101480755934e+25,1.3397094020492153e+19,-31930957057.21818,3.8267556141344695e+22,960085634311906.1,6.516227683887096e+35,8.946889717049989e+18,1820134408653.8542,913080422648.6476,6.338964764297017e+24,-337221557904.4624,20424100299700.918,3916820069232225.5,808852850757828.5,7.672771264053985e+27,1.39539114149981e+20,2.3036139290239367e+21,1.968811323144704e+23,1.5783897126356541e+18,181452095963.41714,2.0459190693577582e+18,8.954125384222219e+20,6.871252737378361e+30,3.417845019821881e+17,207728139782148.47,5.950962839067305e+19,2.2998389812290768e+21,5.246670094789147e+18
3285282275442.584,6.737911500439475e+17,1.221297868397177e+23,5.063688501656913e+17,-31930957057.21818,1.4742777823833932e+21,-8965431114.106411,4.411276585915056e+31,55439071061420.58,17333553833.436337,-389606372671.5461,2.102418538220683e+22,-671942379224.788,-89354447226.7569,264245074672.91934,297817905009562.44,2.5760595589494764e+25,11382543090859.129,2.0216854172399165e+17,2.1994951305086013e+22,3.033716705223712e+17,-70379772053.97125,5722263762536528.0,62962832704263.68,6.871252737378361e+30,3.417845019821881e+17,128562289961.94247,3896182153523.931,97763011704762.1,5.2896628841490035e+17
949508736615.5336,6.831587525939039e+16,5697170072248300.0,84930174563.77785,-350786102832.0583,898291502324.4965,-35986812160.715164,5.988305940558638e+23,15344946101662.951,-40922657745.09652,-825123728943.7867,1.0973111616335725e+18,-824737187080.5131,-500705702179.855,-170003814996.3966,128120906527.82713,25298565208913.973,-232377634271.11252,4322853931251320.0,1.8214383311266316e+19,-121520674946.49683,-228737325199.9049,127008758993.00055,62962832704263.68,4.417695117210257e+30,103306718339369.78,-77733793235.4345,3896182153523.931,-149632190929.09167,3.931760063825164e+16
1144030711.14086,32900244826525.094,5697170072248300.0,-153298986726.5531,-350786102832.0583,898291502324.4965,-157262064717.26373,1.93250693389541e+18,3693256991540.195,-495308916103.046,-825123728943.7867,1192381165719778.0,-959305343829.6387,-822457147900.32,-246196991353.48944,-267242405886.53552,25298565208913.973,-554759807905.6652,1102957788167.5989,267974189597504.2,-624180593150.6747,-803359723004.9379,-327461268160.4352,-905531444925.5641,1.4038952251534748e+27,-301967649039.5092,-461664637747.18445,139228064436.4123,-266605451044.26065,1816114414273.7463
-48523570532.57235,-319671959391.3835,17606381051457.28,-589338389151.0438,-893116187587.5211,630658364857.9935,-760710359337.793,220388303464123.06,86691675192.12695,-801347946753.6583,-927161500908.7972,-18200366960.67546,-989872124682.9841,-822457147900.32,-397019181728.9697,-913644126908.7095,-459152977205.3973,-904175554897.8427,71199482768.98206,-48019726653.494125,-633181007358.8662,-803359723004.9379,-656044579734.1763,-905531444925.5641,2.0639612165027276e+23,-640528327241.8948,-555410453385.3824,-559945059383.0183,-506655160921.8313,503368097427.69653
-253963017497.16202,-826869798592.3938,100685575209.37769,-875126931929.5555,-911468199953.0544,-196366230149.17764,-853935352003.9185,-31797739922.878197,-577384444430.947,-945765528761.3806,-1044549402638.6542,-420119373820.75977,-1038548364671.9412,-1004504695665.4467,-664365532086.7936,-1036392325999.6876,-459152977205.3973,-1014873063820.4607,-437912681878.24133,-209866420155.356,-856858539232.5413,-1006029857472.1725,-987313041603.654,-1031194135781.66,3.1973450015297307e+19,-822517657695.878,-879446172530.4192,-674137800535.899,-582662918137.7197,-263093554612.00684
-672375645716.4008,-925241884260.9379,-101126930263.15463,-990517358226.7452,-1018457870179.3799,-523980743281.2519,-996752062502.4059,-245262050518.86246,-748973279292.5308,-997221970300.5576,-1086026463419.2538,-893028966567.1643,-1068443951580.0057,-1056772599494.4208,-909740919631.6293,-1092033779624.6296,-1008413268226.0212,-1058066137748.4785,-455357096388.12836,-510638514285.60516,-962344731263.6464,-1085123920567.9536,-1020189321040.6716,-1055263657361.9177,2249211710824196.2,-935426023897.0865,-980315587304.8536,-777178984118.602,-898895866598.8496,-663652028503.5034
