trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30
459792972.8761274,30409614.15864831,52066823.87993485,54133850.05365149,85551902.25354992,232324817.33478072,366081089.7404988,262024465.17441052,12205964.681364264,28853921.48658472,85966197.49426655,8929590.317488123,29459477.451880172,157352558.44166377,8194932.643760504,24948261.01681336,271098.5538291388,5153601.051934496,24964232.73831008,37866253.96724537,151900805.80710667,110921937.74843852,55681097.17373755,4877851.670807065,72939871.48722485,108780068.07835753,142353520.76898056,23831061.799468037,2140282.5819757897,34591633.32347652
95071098.98899984,8698323.146964017,8746571.21881349,5659450.673692198,13951371.271990523,9473898.22626107,2453784.3317744434,76846141.2531633,1893764.464700107,801746.9729142068,20063403.418000154,18601.08179953773,3267956.0139507153,44224488.49694687,8194932.643760504,12303461.717102671,5683.538795784525,1054638.5246214436,1911262.3106886554,11491677.716198312,32142225.440343514,67152782.65167981,2151583.522449788,849797.4490763966,72939871.48722485,34123302.35413549,126156894.38700952,515210.78246148356,2140282.5819757897,6431812.085973308
15149745.015462859,736090.6916383989,2997616.82036186,872823.9626173312,807196.6300416797,4793677.3168499535,360329.4040974935,4959821.631266965,53158.78100340321,8963.306788917638,6261520.466562103,10534.799427721877,1611490.2381265461,3110327.333316376,2409956.618188687,2894704.8469010643,1939.2897020542462,387215.9016163396,31586.73227712346,3872593.0193280494,5317974.767612543,28839746.635541894,532144.7139060792,19861.89079553951,24106637.92815369,16247075.99084749,8285214.772040173,30501.56017684514,620710.787097937,1529972.1312644945
2985109.233099665,166047.36614723722,658050.4644455177,103338.5376476984,184715.12502142962,111192.47777897079,157341.17211707952,1002904.1131406612,12509.008415211698,8963.306788917638,2486685.693237478,1391.10307129303,112036.10729674589,630389.4606725107,868626.1726068892,508535.39051780076,85.76838761896148,114277.14064662275,9943.608599660987,1037005.5468816849,1684.0434227751457,174899.69300094273,4554.914053003929,11031.342993034556,5688405.490881681,1099859.5583961841,2233331.003637949,19954.261584798973,187380.67187931357,232477.85821947973
2372661.019777629,54768.494647584426,108897.2300257374,30482.26369556503,87987.57113221046,3226.8191201574004,45327.41947324062,57414.30667883742,5308.826496335282,3173.2179745766084,39096.71924527683,568.351897999804,10748.819852569013,19964.167973364692,114348.28660904207,24938.973282581315,11.913763692803109,8707.976234096777,1244.716279158957,158394.5059112422,1684.0434227751457,174899.69300094273,4554.914053003929,6065.946954308134,916271.6226633001,240427.51430193536,449743.08578142384,5698.792591838578,68502.73757219831,9122.792296670894
396546.048005691,1974.8296604254567,50196.94086159685,10392.532791768943,50885.007639998126,814.645808674384,2576.4300669262975,11330.356271859171,1818.2563365435155,761.7533066028074,4599.667311361054,277.8478828741855,887.7271046389548,11416.9969162536,16701.739834695913,24938.973282581315,8.953355551348464,8707.976234096777,656.153365608379,12185.948073365613,730.864047019994,4760.576283526989,1316.490718715081,629.5365843541723,517101.90316807886,37410.98401347878,70678.57871312117,932.0069966666288,4605.9693693264435,753.5448541953817
220722.40759941144,132.00786014936392,10211.947611835834,587.9761193392537,7079.2415837775525,216.33195019818984,1435.7632097796086,2090.858515284616,387.41509615897695,118.45540639063513,496.1571575485987,115.21177086105575,612.8919848430077,3088.649824664969,883.4156332806069,15724.985903785682,-9.609415993623657,4328.906840242932,185.90389793413385,7989.504956066297,147.4245775410288,461.28066867691643,354.67806658404123,578.8272471341434,259730.47428878793,15241.466231343951,3761.8269573569623,147.9038401811977,166.57886763102297,127.7257406259366
88196.44324634322,121.34167479624536,2419.662388445728,587.9761193392537,1553.7616128971968,93.28635949870512,178.53175736972238,73.20363429534865,170.32430450321493,17.41211855161306,121.97386697626061,-0.22546399346262147,198.2361616259242,2418.974434925568,74.7991792417871,2412.858585433799,-13.905980578599983,1533.5622060924136,80.09672669995253,640.7137583328505,63.3029483721854,161.1922387651132,156.12129155669695,115.60012430440635,899.366896201054,2000.9728840389337,1011.2594760870958,70.22667147247418,166.57886763102297,-6.948549952232386
3935.126912545337,27.993581689126113,907.6886311702889,132.27879411126676,691.853199185263,93.28635949870512,40.317442838090955,73.20363429534865,132.41535056752178,5.770212254885968,87.46587966037586,-17.28598839906242,65.80428864953183,106.08351124660544,18.24381270612398,2412.858585433799,-18.703194008685507,299.6766743564861,10.43035239326806,269.4585176569055,26.016316987063696,49.167822071979884,82.73794629823682,25.8997089008926,342.63960948796813,1046.4842241222348,158.24890589504585,29.453803289895298,100.41712300864727,-6.948549952232386
1483.1299211826465,-4.1489920369101005,240.09924213695993,62.43402481235463,132.60968015549804,45.0086778710543,14.51020809050061,26.453603147043278,103.9339951658473,-17.559574824790225,9.996546587603696,-17.28598839906242,29.723527986433062,54.91196292136457,-16.15690883133883,569.0340080562747,-20.381998002752795,77.03933837246899,-6.132907452635556,65.88058788623759,9.314857410775552,42.73685888405104,57.76578302577993,0.5041378626039524,112.00743259175938,384.0596785020138,57.379673012362176,-11.672707552711563,42.367879754676586,-20.695764278066406
