GWO,ASO,HC,PSO,EHO,WOA,DO
-1002.5126322284567,236489478110.22763,-887.2981011411049,21166544111029.01,3650.6243508396246,-1002.513343131925,229877.08461319603
0.0008087641389874612,348554906743.6895,39.357010273376304,40028437354332.98,2489.5402574331815,0.00070049052697633,544565.4379401247
